文献番号,著者・編者,著者・編者ふりがな,発行年1,発行年2,論文名,雑誌名・報告書名
B120779,東京電力北総線遺跡調査会,とうきょうでんりょくほくそうせんいせきちょうさかい,1982,,,北総線－東京電力北総線設置工事に伴う埋蔵文化財調査報告書－ 
B120780,戸田哲也,とだてつや,1971,,,成田市談17号 
B120781,戸田哲也,とだてつや,2000,,66　南大溜袋遺跡,千葉県の歴史　資料編　考古1（旧石器･縄文時代） 
B120782,飛ノ台貝塚発掘調査団,とびのだいかいづかはっくつちょうさだん,1978,,,千葉県船橋市飛ノ台貝塚発掘調査概報 
B120783,富里市教育委員会,とみさとしきょういくいいんかい,2007,,,平成18年度　富里市内遺跡発掘調査報告書　古込遺跡　日吉倉古墳群 
B120784,富里町,とみさとまち,1981,,,富里村史　通史編 
B120785,富里村村史編纂委員会,とみさとそんしへんさんいいんかい,1978,,,新橋遺跡発掘調査報告書 
B120786,中野久木遺跡調査団,なかのくきいせきちょうさだん,1974,,,流山市中野久木遺跡調査報告書 
B120787,長柄町史編纂委員会,ながらちょうしへんさんいいんかい,1977,,（１）長柄町亀ヶ谷遺跡発掘調査報告,長柄町史　研究篇 
B120788,流山市遺跡調査会,ながれやましいせきちょうさかい,1985,a,,千葉県流山市三輪野山八重塚遺跡B地点 流山市遺跡調査会報告vol.4
B120789,流山市遺跡調査会,ながれやましいせきちょうさかい,1985,b,,千葉県流山市長崎遺跡 流山市遺跡調査会報告vol.5
B120790,流山市教育委員会,ながれやましきょういくいいんかい,1980,,,千葉県流山市西深井一ノ割遺跡西初石桜窪遺跡 
B120791,流山市教育委員会,ながれやましきょういくいいんかい,1988,,,千葉県流山市三輪野山第Ⅲ遺跡 流山市埋蔵文化財調査報告vol.6
B120792,流山市教育委員会,ながれやましきょういくいいんかい,1989,,,加地区遺跡群Ⅰ 流山市埋蔵文化財調査報告vol.11
B120793,流山市教育委員会,ながれやましきょういくいいんかい,1991,,,加地区遺跡群Ⅱ 流山市埋蔵文化財調査報告vol.14
B120794,流山市教育委員会,ながれやましきょういくいいんかい,1993,,,千葉県流山市平和台遺跡発掘調査概報 流山市埋蔵文化財調査報告vol.18
B120795,流山市教育委員会,ながれやましきょういくいいんかい,1994,,,加地区遺跡群Ⅲ 流山市埋蔵文化財調査報告vol.19
B120796,流山市教育委員会,ながれやましきょういくいいんかい,1997,,,千葉県流山市中野久木谷頭遺跡C地点 流山市埋蔵文化財調査報告vol.23
B120797,流山市教育委員会,ながれやましきょういくいいんかい,2000,,,加地区遺跡群Ⅳ 流山市埋蔵文化財調査報告vol.29
B120798,流山市教育委員会,ながれやましきょういくいいんかい,2005,,,流山市西深井七ノ割遺跡発掘調査報告書 流山市埋蔵文化財調査報告vol.36
B120799,流山市思井鷹の見遺跡発掘調査団,ながれやましおもいたかのみいせきはっくつちょうさだん,1978,,,流山市思井鷹の見遺跡発掘調査報告書 
B120800,習志野市遺跡調査会,ならしのしいせきちょうさかい,1997,,,花咲新田台遺跡　－千葉県習志野市所在の縄紋時代の調査－ 
B120801,習志野市教育委員会,ならしのしきょういくいいんかい,1977,,,習志野市藤崎堀込貝塚　－貝塚周辺の遺構及び遺物の限界調査－ 
B120802,成田山霊光館,なりたさんれいこうかん,1981,,,成田山霊光館資料目録第1集　考古資料 
B120803,成田山霊光館,なりたさんれいこうかん,1982,,,北総の原始古代 
B120804,成田市史編さん委員会,なりたしへんさんいいんかい,1980,,,成田市史　原始古代 
B120805,成田市郷部北遺跡調査会,なりたしごうぶきたいせきちょうさかい,1984,,,成田市郷部北遺跡群調査概要（加定地・殿台遺跡） 
B120806,成井寺ノ下Ⅰ遺跡調査会,なるいてらのしたいちいせきちょうさかい,1986,,,成井寺ノ下Ⅰ遺跡発掘調査報告書 
B120807,南総中学遺跡調査団,なんそうちゅうがくいせきちょうさだん,1978,,,千葉・南総中学遺跡 
B120808,西口徹,にしぐちとおる,1995,,４香取郡大栄町南敷大沼遺跡発見の石斧状石器,千葉県立房総風土記の丘年報18－平成６年度－ 
B120809,西初石2丁目遺跡調査会,にしはついしにちょうめいせきちょうさかい,1981,,,千葉県流山市西初石2丁目遺跡 
B120810,西山太郎,にしやまたろう,1977,,千葉県八日市場市安久山出土の石器について,千葉県の歴史第14号 
B120811,日本文化財研究所,にほんぶんかざいけんきゅうしょ,1977,a,,千葉県萩ノ原遺跡発掘調査報告 
B120812,日本文化財研究所,にほんぶんかざいけんきゅうじょ,1977,b,,久能下池田遺跡 日本文化財研究所文化財調査報告3
B120813,日本文化財研究所,にほんぶんかざいけんきゅうじょ,1978,,,太田・大篠塚－千葉県佐倉市太田・大篠塚遺跡発掘調査概報－ 日本文化材研究所文化財調査報告Ⅷ
B120814,日本文化財研究所,にほんぶんかざいけんきゅうしょ,1979,,,土宇　千葉県市原市土宇遺跡発掘調査報告書 
B120815,野田市遺跡調査会,のだしいせきちょうさかい,1982,,,千葉県野田市　半貝・倉之橋・勢至久保 
B120816,野田市遺跡調査会,のだしいせきちょうさかい,1985,,,千葉県野田市　二ッ塚古墳群－終末期古墳及び土師集落跡の調査－ 遺跡調査会報告第3冊
B120817,野田市遺跡調査会,のだしいせきちょうさかい,1986,,,千葉県野田市　山崎上宿遺跡－附・東新田野馬除土堤遺跡－ 遺跡調査会報告第4集
B120818,野田市遺跡調査会,のだしいせきちょうさかい,1987,a,,千葉県野田市　槇の内遺跡－第Ⅳ次発掘調査－ 遺跡調査会報告第5冊
B120819,野田市遺跡調査会,のだしいせきちょうさかい,1987,b,,千葉県野田市　三ツ堀六畝遺跡 遺跡調査会報告第8冊
B120820,野田市教育委員会,のだしきょういくいいんかい,1989,,,尾崎南　野田市尾崎南土地区画整理事業地内埋蔵文化財発掘調査報告書 野田市埋蔵文化財調査報告書第１冊
B120821,野田市教育委員会,のだしきょういくいいんかい,1995,,,下畔ヶ谷遺跡 千葉県野田市発掘調査報告書　11冊
B120822,野田市教育委員会,のだしきょういくいいんかい,1996,,,上原遺跡 野田市埋蔵文化財調査報告書　第14冊
B120823,野田市教育委員会,のだしきょういくいいんかい,2004,,,千葉県野田市　平成15年度野田市内遺跡発掘調査報告書 
B120824,野田市教育委員会,のだしきょういくいいんかい,2005,,,野田貝塚－第20・22次発掘調査－　清水遺跡 野田市埋蔵文化財調査報告書　第29集
B120825,野田市郷土博物館,のだしきょうどはくぶつかん,1985,,,埋蔵文化財調査概報Ⅱ－昭和56・57年度－ 野田市文化財抄報5
B120826,野田市本郷遺跡調査団,のだしほんごういせきちょうさだん,1980,,,野田市　本郷遺跡発掘調査報告書 
B120827,東内野遺跡発掘調査団,ひがしうちのいせきはっくつちょうさだん,1977,,,東内野遺跡発掘調査概報 
B120828,東内野遺跡発掘調査団,ひがしうちのいせきはっくつちょうさだん,1978,,,東内野遺跡第二次発掘調査概報 
B120829,東内野遺跡発掘調査団,ひがしうちのいせきはっくつちょうさだん,1979,,,東内野遺跡第3次発掘調査概報 
B120830,干潟桜井遺跡調査団,ひがたさくらいいせきちょうさだん,1975,,,千葉・干潟桜井遺跡調査概要 
B120831,樋爪遺跡発掘調査団,ひづめいせきはっくつちょうさだん,1979,,,袖ケ浦町川原井　樋爪 
B120832,日吉倉遺跡調査団,ひよしくらいせきちょうさだん,1975,,,遺跡日吉倉 
B120833,平賀遺跡群発掘調査会,ひらがいせきぐんはっくつちょうさかい,1985,,,平賀 
B120834,富津市教育委員会,ふっつしきょういくいいんかい,1995,,,平成６年度　千葉県富津市内遺跡発掘調査報告書　九条塚古墳　亀塚古墳　青木亀塚遺跡　神明原遺跡　富士見台遺跡 
B120835,富津市教育委員会,ふっつしきょういくいいんかい,1996,,,平成７年度　千葉県富津市内遺跡発掘調査報告書　富士見台遺跡　飯野陣屋三の丸跡　植ノ台遺跡　亀梨子遺跡　東天王台遺跡 
B120836,富津市史編さん委員会,ふっつししへんさんいいんかい,1982,,,富津市史 
B120837,船橋市遺跡調査会,ふなばししいせきちょうさかい,1985,,,西の台(第2次） 
B120838,船橋市遺跡調査会,ふなばししいせきちょうさかい,1994,,,千葉県船橋市　中野木台遺跡－第3次調査報告書－ 
B120839,船橋市教育委員会,ふなばししきょういくいいんかい,1975,,,夏見大塚遺跡　夏見台地における弥生時代・奈良平安時代集落址の調査 
B120840,船橋市教育委員会,ふなばししきょういくいいんかい,1983,,,下郷後－船橋市下郷後遺跡発掘調査報告書－ 
B120841,船橋市教育委員会,ふなばししきょういくいいんかい,1990,,,海神台西遺跡－第1次～第4次調査報告－ 
B120842,船橋市教育委員会,ふなばししきょういくいいんかい,1991,a,,船橋市　立場遺跡発掘調査報告書 
B120843,船橋市教育委員会,ふなばししきょういくいいんかい,1991,b,,小室上台遺跡 
B120844,船橋市教育委員会,ふなばししきょういくいいんかい,1991,c,,平成2年度船橋市内遺跡発掘調査報告書 
B120845,船橋市教育委員会,ふなばししきょういくいいんかい,1995,,,平成6年度船橋市内遺跡発掘調査報告書 
B120846,船橋市教育委員会,ふなばししきょういくいいんかい,1998,,,平成9年度船橋市内遺跡発掘調査報告書 
B120847,船橋市教育委員会,ふなばししきょういくいいんかい,1999,,,平成10年度船橋市内遺跡発掘調査報告書 
B120848,船橋市教育委員会,ふなばししきょういくいいんかい,2000,,,平成11年度船橋市内遺跡発掘調査報告書 
B120849,船橋市教育委員会,ふなばししきょういくいいんかい,2002,,,平成13年度船橋市内遺跡発掘調査報告書 
B120850,船橋市教育委員会,ふなばししきょういくいいんかい,2003,a,,千葉県船橋市　宮下田遺跡 
B120851,船橋市教育委員会,ふなばししきょういくいいんかい,2003,b,,平成8～12年度　船橋市発掘調査報告書 
B120852,船橋市教育委員会,ふなばししきょういくいいんかい,2004,a,,千葉県船橋市辺田台遺跡（１・２） 
B120853,船橋市教育委員会,ふなばししきょういくいいんかい,2004,b,,平成15年度船橋市内遺跡発掘調査報告書 
B120854,船橋市教育委員会,ふなばししきょういくいいんかい,2005,,,平成12年度船橋市市費単独事業遺跡発掘調査報告書 
B120855,北総考古学研究会,ほくそうこうこがくけんきゅうかい,1983,,,山倉大山遺跡調査概報 
B120856,松尾町史編さん委員会,まつおちょうしへんさんいいんかい,1984,,,松尾町の歴史　上巻 
